Synset,Labels,res_nrdirhypos,res_nrdirhypers,res_nrhypos,res_depthfromtopsynset,res_glosslength,res_nroflemmas,res_freq,res_polyscore_max,res_polyscore_sum,res_wordlength,res_minwordlength,res_nrpartrels,res_nrmiscrels,res_ngrams_all_mean,res_ngrams_last_mean,res_ngrams_all_max,res_ngrams_last_max
b'diapason.n.01',l,0,1,0,11,44,2,0,1,1.0,10.5,8,0,0,2.2073894897702007e-05,9.27280956464216e-08,4.3824634879285895e-05,1.846236941105417e-07
b'dulciana.n.01',l,0,1,0,11,57,1,0,1,1.0,8.0,8,0,0,9.34292174500917e-07,1.920981373970676e-09,9.34292174500917e-07,1.920981373970676e-09
b'flue_stop.n.01',l,0,1,0,11,42,1,0,1,1.0,9.0,9,0,0,2.263376409974982e-07,7.44552523801456e-10,2.263376409974982e-07,7.44552523801456e-10
b'reed_stop.n.01',l,1,1,1,11,48,1,0,1,1.0,9.0,9,0,0,1.1956367917398405e-06,6.099231342204803e-09,1.1956367917398405e-06,6.099231342204803e-09
b'vox_humana.n.01',l,0,1,0,12,63,1,0,1,1.0,10.0,10,0,0,3.367266343312636e-06,1.6680631542698166e-08,3.367266343312636e-06,1.6680631542698166e-08
b'sourdine.n.02',l,0,1,0,11,45,1,0,2,2.0,8.0,8,0,0,1.1484914109183286e-06,8.076039392790335e-09,1.1484914109183286e-06,8.076039392790335e-09
b'vox_angelica.n.01',l,0,1,0,11,47,2,0,1,1.0,12.0,12,0,0,2.2968161574044021e-07,1.561737843214228e-09,2.852566796107681e-07,2.6635001981745172e-09
b'reed_pipe.n.01',l,0,1,0,10,32,1,0,1,1.0,9.0,9,0,0,4.65530621007737e-06,3.33454277523515e-08,4.65530621007737e-06,3.33454277523515e-08
b'pipe.n.04',h,6,1,10,9,25,1,0,9,9.0,4.0,4,0,0,0.0052475888987828,3.701706918946002e-05,0.0052475888987828,3.701706918946002e-05
b'bagpipe.n.01',b,1,1,1,10,96,1,1,1,1.0,7.0,7,2,0,5.705115358978219e-05,3.836401276657853e-07,5.705115358978219e-05,3.836401276657853e-07
b'musette.n.01',l,0,1,0,11,42,2,0,2,1.5,11.0,7,0,0,7.161605955929851e-06,4.920397556062994e-08,8.085259559642566e-06,6.39663291224224e-08
b'chanter.n.01',l,0,1,0,10,57,2,0,1,1.0,9.0,7,1,0,2.10450351986885e-05,1.2949322797384258e-07,4.197633379021681e-05,2.5687136684382494e-07
b'drone.n.05',l,0,1,0,10,71,3,0,7,3.0,7.333333333333333,5,1,0,5.343843017829864e-05,7.058853243961197e-07,0.0001524110102764,2.069882384603261e-06
b'fipple_flute.n.01',b,2,1,3,10,69,4,0,4,1.75,11.25,8,0,0,0.0001534727012985,1.4866467371310588e-06,0.0006131379200269,5.938069762123632e-06
b'flageolet.n.02',l,1,1,1,11,63,3,0,2,1.6666666666666667,13.0,9,0,0,1.1018069176527144e-05,5.8333427014704384e-08,2.4644745267643486e-05,1.357395653656113e-07
b'tabor_pipe.n.01',l,0,1,0,12,99,1,0,1,1.0,10.0,10,0,0,7.430118752899117e-08,4.3082422351847777e-10,7.430118752899117e-08,4.3082422351847777e-10
b'pennywhistle.n.01',l,0,1,0,11,27,3,0,11,4.333333333333333,10.0,7,0,0,0.0002734219113691,3.479876887387453e-06,0.0008165366307366,1.036747426041984e-05
b'panpipe.n.01',b,0,1,0,10,79,3,0,2,1.3333333333333333,8.333333333333334,6,0,0,5.8160228160209866e-06,6.891130891843272e-08,1.5228398364985908e-05,1.7136856911292853e-07
b'pitch_pipe.n.01',l,0,1,0,10,114,1,0,1,1.0,10.0,10,0,0,2.401637429372272e-06,2.38307169553309e-08,2.401637429372272e-06,2.38307169553309e-08
b'post_horn.n.01',b,0,1,0,9,65,1,0,1,1.0,9.0,9,0,0,8.588740877391032e-07,9.094257791275597e-09,8.588740877391032e-07,9.094257791275597e-09
b'whistle.n.03',b,0,1,0,9,74,1,0,11,11.0,7.0,7,0,0,0.0008165366307366,1.036747426041984e-05,0.0008165366307366,1.036747426041984e-05
b'woodwind.n.01',h,2,1,26,9,52,3,0,8,3.333333333333333,10.333333333333334,4,2,0,0.0047935670119983,3.163621771988071e-05,0.0143438474515278,9.456108818994836e-05
b'beating-reed_instrument.n.01',h,3,1,21,10,61,3,0,5,2.333333333333333,14.0,4,0,0,0.0002416032526466,1.5628626961472492e-06,0.000720827872783,4.653928954212461e-06
b'double-reed_instrument.n.01',h,4,1,12,11,64,2,0,2,1.5,16.5,11,1,0,1.8677691120960736e-06,1.5180414925097807e-08,3.3073503541425357e-06,2.4880590032694272e-08
b'bassoon.n.01',b,2,1,2,12,54,1,0,1,1.0,7.0,7,0,0,7.340443646164374e-05,4.887064335434843e-07,7.340443646164374e-05,4.887064335434843e-07
b'contrabassoon.n.01',l,0,1,0,13,61,3,0,1,1.0,13.333333333333334,13,0,0,1.7653068088615185e-06,1.0603715146680534e-08,2.723080859023952e-06,2.3840513563300192e-08
b'tenoroon.n.01',l,0,1,0,13,65,1,0,1,1.0,8.0,8,0,0,2.1821016314704789e-07,4.728845023893591e-10,2.1821016314704789e-07,4.728845023893591e-10
b'english_horn.n.01',b,0,1,0,12,71,2,0,1,1.0,11.5,11,0,0,1.1235357198546849e-05,6.71441080513091e-08,1.7383564453909983e-05,9.915480703170942e-08
b'krummhorn.n.01',b,0,1,0,12,75,3,0,1,1.0,8.333333333333334,8,0,0,3.754492776420852e-07,2.977826069061606e-09,6.811780630805453e-07,5.757638754655403e-09
b'oboe.n.01',b,5,1,6,12,93,3,0,1,1.0,6.333333333333333,4,0,0,3.871879937496677e-05,3.129396946022212e-07,9.0969944412711e-05,8.530281832008768e-07
b'heckelphone.n.01',l,0,1,0,13,49,2,0,1,1.0,11.0,11,0,0,2.7034052790808616e-07,1.1663621735102936e-09,5.406810558161723e-07,2.332724347020587e-09
b'musette_pipe.n.01',l,0,1,0,13,19,1,0,1,1.0,12.0,12,0,0,0.0,0.0,0.0,0.0
b'oboe_d'amore.n.01',l,0,1,0,13,89,1,0,1,1.0,12.0,12,0,0,1.5928326027037087e-06,1.3030948320391644e-08,1.5928326027037087e-06,1.3030948320391644e-08
b'oboe_da_caccia.n.01',l,0,1,0,13,43,1,0,1,1.0,14.0,14,0,0,5.990780352627123e-07,4.3863668253152355e-09,5.990780352627123e-07,4.3863668253152355e-09
b'shawm.n.01',l,1,1,1,13,15,1,0,1,1.0,5.0,5,0,0,4.882203689549058e-06,7.292281978266146e-08,4.882203689549058e-06,7.292281978266146e-08
b'free-reed.n.01',h,0,1,0,11,50,1,0,1,1.0,9.0,9,1,0,6.298135465376831e-07,1.077617639566597e-08,6.298135465376831e-07,1.077617639566597e-08
b'single-reed_instrument.n.01',h,3,1,6,11,73,2,0,1,1.0,21.0,20,0,0,8.36685657076841e-08,9.027697131513968e-10,1.36834855710144e-07,1.448802855463782e-09
b'clarinet.n.01',b,3,1,3,12,45,1,0,1,1.0,8.0,8,0,0,0.0001420761088404,1.5646744486730313e-06,0.0001420761088404,1.5646744486730313e-06
b'b-flat_clarinet.n.01',l,0,1,0,13,41,2,0,1,1.0,14.5,14,0,0,4.0307954159157777e-07,7.794059064814007e-09,4.715903885454953e-07,9.233078746007097e-09
b'bass_clarinet.n.01',l,0,1,0,13,67,1,0,1,1.0,13.0,13,0,0,1.1604819746602324e-05,9.193304251198242e-08,1.1604819746602324e-05,9.193304251198242e-08
b'basset_horn.n.01',l,0,1,0,13,67,1,0,1,1.0,11.0,11,0,0,1.0569495434986642e-06,1.9219672076076225e-08,1.0569495434986642e-06,1.9219672076076225e-08
b'hornpipe.n.03',b,0,1,0,12,68,3,0,3,1.6666666666666667,8.0,7,0,0,7.539755770745449e-06,6.000984435761136e-08,2.240307802559016e-05,1.7938247509619035e-07
b'sax.n.02',b,0,1,0,12,42,2,0,2,1.5,6.0,3,0,0,4.1602297143839007e-05,8.702586313802385e-07,4.96558531052349e-05,1.150091463841818e-06
b'flute.n.01',b,3,1,3,10,165,2,1,4,2.5,10.5,5,0,0,0.0003141647105461,2.7475129065202e-06,0.0006260816766143,5.455475047710934e-06
b'fife.n.01',l,0,1,0,11,124,1,0,1,1.0,4.0,4,0,0,0.000195346746949,9.185380633880412e-07,0.000195346746949,9.185380633880412e-07
b'nose_flute.n.01',l,0,1,0,11,85,1,0,1,1.0,10.0,10,0,0,9.55989220841058e-07,8.645144600194499e-09,9.55989220841058e-07,8.645144600194499e-09
b'piccolo.n.01',l,0,1,0,11,57,1,0,1,1.0,7.0,7,0,0,3.802970742006195e-05,3.259541188072035e-07,3.802970742006195e-05,3.259541188072035e-07
